time,voltage,current,power,energy,talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_4_velocity,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_5_velocity,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_2_velocity,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,talon_3_velocity,solenoid_2_state,solenoid_3_state,doublesolenoid_0-1_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,talon_1_velocity,talon_6_current,talon_6_voltage,talon_6_value,talon_6_position,talon_6_velocity,doublesolenoid_6-7_state,doublesolenoid_4-5_state,
83,11.95,0.0,0.0,28745.2075,0.25,11.9,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.125,11.850000000000001,6.09375,5554,0.0,0.125,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
146,12.0,0.0,0.0,28745.2075,0.25,11.9,6.09375,5622,0.0,0.125,11.9,0.0,0,0.0,0.0,11.850000000000001,6.09375,5554,0.0,0.125,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
186,12.0,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.9,0.0,0,0.0,0.0,11.850000000000001,6.09375,5554,0.0,0.0,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
226,12.0,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.9,0.0,0,0.0,0.0,11.850000000000001,6.09375,5554,0.0,0.0,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
266,11.9,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.9,0.0,0,0.0,0.0,11.850000000000001,6.09375,5554,0.0,0.0,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
307,11.95,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.0,11.850000000000001,6.09375,5554,0.0,0.0,11.9,0.0,0,0.0,false,false,kOff,0.0,11.8,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
347,11.95,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.0,11.8,6.09375,5554,0.0,0.125,11.850000000000001,0.0,0,0.0,false,false,kOff,0.0,11.75,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
387,11.95,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.0,11.8,6.09375,5554,0.0,0.125,11.850000000000001,0.0,0,0.0,false,false,kOff,0.0,11.75,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
427,11.95,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.0,11.8,6.09375,5554,0.0,0.125,11.850000000000001,0.0,0,0.0,false,false,kOff,0.0,11.75,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
466,11.9,0.0,0.0,28745.2075,0.25,11.850000000000001,6.09375,5622,0.0,0.125,11.850000000000001,0.0,0,0.0,0.0,11.8,6.09375,5554,0.0,0.125,11.850000000000001,0.0,0,0.0,false,false,kOff,0.0,11.75,0.0,764,0.0,0.125,11.9,0.0,1464,0.0,kReverse,kOff,
